company_id,industry_sector,revenue,cogs,gross_profit,operating_profit,net_profit,ebitda,interest_expense,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,liquid_assets,cash,inventory,accounts_payable,share_price,shares_outstanding,dividends_per_share,annualized_portfolio_return,benchmark_return,risk_free_rate,daily_return_stdev,downside_deviation,market_covariance,market_variance,correlation_to_benchmark,tracking_error,historical_peak_value,historical_trough_value,var_95_amount,total_gross_loan_amount,days_past_due,provision_for_credit_losses,net_profit_margin,roa,roe,cash_ratio,quick_ratio,current_ratio,inventory_turnover,asset_turnover,payable_turnover,debt_to_assets,debt_to_equity,interest_coverage,dscr,eps,pe_ratio,dividend_yield,volatility_annualized,alpha,beta,sharpe_ratio,treynor_ratio,max_drawdown,sortino_ratio,r_squared,npl_status,cost_of_risk,is_default,portfolio_weight
COMP_03104,Real Estate,3210.71,1435.71,1775.0,916.79,702.62,1170.79,108.53,5870.9,1815.39,4055.51,1890.87,368.84,1126.98,798.0,114.28,179.82,37.05,41.92,0.31,0.3741,0.1033,0.04,0.020585,0.1688,0.077435,0.058397,0.4801,0.0343,42.85,16.23,17.66,950.74,0,28.33,0.2188,0.1197,0.1733,2.1635,3.0555,5.1265,12.5631,0.5469,7.9842,0.3092,0.4476,8.4473,5.7503,16.761,2.21,0.0084,0.3268,0.2708,1.326,1.0223,0.252,0.6212,1.9793,0.2305,0,0.0298,0,0.00020283
COMP_03105,Consumer Discretionary,2260.99,1892.38,368.61,-308.51,-213.61,-194.64,31.41,2199.81,688.1,1511.71,801.2,277.0,642.33,308.42,82.13,111.49,18.34,42.72,0.38,0.1721,0.0902,0.04,0.006782,0.088,0.047137,0.037773,0.9465,0.0357,35.42,26.87,6.58,295.69,0,7.57,-0.0945,-0.0971,-0.1413,1.1134,2.3189,2.8924,23.0413,1.0278,16.9735,0.3128,0.4552,-9.822,-3.1919,-5.0002,,0.0207,0.1077,0.0819,1.2479,1.2266,0.1059,0.2414,1.5011,0.8959,0,0.0256,1,6.308e-05
COMP_03106,Industrials,2847.58,1511.56,1336.02,777.05,647.15,1072.98,330.05,5735.76,4298.7,1437.06,2225.88,1869.32,1614.18,996.93,411.11,402.77,17.2,225.81,0.44,0.0893,0.0804,0.04,0.013416,0.1258,0.010258,0.015588,0.3667,0.0123,42.25,28.93,0.97,2089.92,87,88.49,0.2273,0.1128,0.4503,0.5333,0.8635,1.1907,3.6768,0.4965,3.7529,0.7495,2.9913,2.3543,1.9905,2.8659,6.0,0.0256,0.213,0.0089,0.6581,0.2315,0.0749,0.3153,0.3919,0.1345,0,0.0423,0,0.00044587
COMP_03107,Materials,435.5,283.37,152.13,48.57,39.52,63.32,4.15,432.9,116.31,316.59,143.14,49.02,122.55,77.27,25.09,28.04,130.39,286.81,0.23,-0.0109,0.0498,0.04,0.015587,0.2172,0.066115,0.055594,0.7661,0.0197,262.26,95.06,7.16,66.53,0,2.11,0.0907,0.0913,0.1248,1.5763,2.5,2.92,11.2941,1.006,10.1059,0.2687,0.3674,11.7036,5.8613,0.1378,946.23,0.0018,0.2474,-0.0607,1.1892,-0.2057,-0.0428,0.6375,-0.2343,0.5869,0,0.0317,0,1.419e-05
COMP_03108,Consumer Staples,1621.74,1062.22,559.52,396.26,282.7,459.31,41.33,1636.65,717.09,919.56,992.25,320.04,428.76,295.57,106.38,103.44,61.61,93.92,0.51,0.1235,0.1033,0.04,0.022079,0.3262,0.016057,0.015501,0.608,0.043,140.91,43.65,10.04,217.91,0,9.01,0.1743,0.1727,0.3074,0.9235,1.3397,3.1004,9.9851,0.9909,10.2689,0.4381,0.7798,9.5877,7.2767,3.01,20.47,0.0083,0.3505,0.0202,1.0359,0.2382,0.0806,0.6902,0.256,0.3697,0,0.0413,0,4.649e-05
COMP_03109,Financials,1099.93,693.22,406.71,168.15,140.33,252.72,55.66,2940.39,982.01,1958.38,1409.37,394.12,745.85,235.68,418.16,126.11,57.75,29.75,0.0,0.0712,0.0998,0.04,0.007626,0.1036,0.039299,0.032874,0.4081,0.0399,76.24,28.91,12.04,449.69,0,9.49,0.1276,0.0477,0.0717,0.598,1.8924,3.576,1.6578,0.3741,5.4969,0.334,0.5014,3.021,2.5114,4.717,12.24,0.0,0.1211,-0.0286,1.1954,0.2576,0.0261,0.6208,0.3012,0.1665,0,0.0211,0,9.594e-05
COMP_03110,Industrials,9613.08,7761.1,1851.98,-190.16,-119.76,607.77,377.43,13811.38,10229.97,3581.41,4554.27,3248.25,3241.93,1270.3,1161.56,1259.8,31.85,287.04,0.78,0.185,0.0614,0.04,0.016146,0.221,0.024399,0.033086,0.3545,0.0527,63.87,46.57,2.72,4924.27,0,167.42,-0.0125,-0.0087,-0.0334,0.3911,0.9981,1.4021,6.6816,0.696,6.1606,0.7407,2.8564,-0.5038,0.6987,-0.4172,,0.0245,0.2563,0.1236,0.7374,0.5657,0.1966,0.2709,0.6561,0.1257,0,0.034,0,0.00105056
COMP_03111,Consumer Discretionary,962.54,661.48,301.06,36.07,29.38,128.18,56.96,2207.18,1274.14,933.04,725.85,303.6,641.82,429.89,111.02,112.84,50.98,86.59,0.38,0.2679,0.0333,0.04,0.017032,0.1659,0.055281,0.04641,0.657,0.005,102.48,62.24,9.72,257.57,25,7.95,0.0305,0.0133,0.0315,1.416,2.114,2.3908,5.9582,0.4361,5.8621,0.5773,1.3656,0.6333,1.5496,0.3393,150.25,0.0075,0.2704,0.2346,1.1911,0.8428,0.1913,0.3927,1.3737,0.4316,0,0.0309,0,5.495e-05
COMP_03112,Utilities,696.5,384.38,312.12,132.63,90.39,169.78,21.5,1337.02,512.84,824.18,536.78,145.31,454.86,295.59,155.18,85.0,42.6,66.78,0.14,0.1274,0.04,0.04,0.026359,0.3845,0.039112,0.043985,0.2353,0.0649,48.51,17.25,6.0,153.2,0,6.63,0.1298,0.0676,0.1097,2.0342,3.1303,3.694,2.477,0.5209,4.5221,0.3836,0.6222,6.1688,4.6111,1.3535,31.47,0.0033,0.4184,0.0874,0.8892,0.2089,0.0983,0.6444,0.2273,0.0554,0,0.0433,0,3.268e-05
COMP_03113,Financials,271.03,211.73,59.3,-17.84,-13.42,10.82,7.82,349.39,257.77,91.62,58.29,127.88,45.1,22.09,20.21,34.02,25.23,27.44,0.0,0.0893,0.0256,0.04,0.009173,0.1724,0.036348,0.040824,0.9458,0.0243,39.78,28.4,5.98,119.93,0,4.1,-0.0495,-0.0384,-0.1465,0.1727,0.3527,0.4558,10.4765,0.7757,6.2237,0.7378,2.8135,-2.2813,0.5461,-0.4891,,0.0,0.1456,0.0637,0.8904,0.3386,0.0554,0.2861,0.286,0.8945,0,0.0342,1,2.559e-05
COMP_03114,Consumer Discretionary,1297.27,571.49,725.78,379.14,284.38,529.34,90.27,2515.67,1855.91,659.76,1542.91,550.14,1104.32,450.05,190.57,261.67,32.67,47.02,0.0,-0.1434,0.0441,0.04,0.01071,0.2011,0.072183,0.041827,0.4665,0.1141,52.11,30.01,8.25,277.17,14,1.78,0.2192,0.113,0.431,0.8181,2.0073,2.8046,2.9988,0.5157,2.184,0.7377,2.813,4.2001,4.4864,6.0481,5.4,0.0,0.17,-0.1875,1.7258,-1.0788,-0.1063,0.4241,-0.912,0.2176,0,0.0064,0,5.913e-05
COMP_03115,Energy,1558.6,969.63,588.97,172.55,113.67,289.31,37.81,1483.45,875.18,608.27,388.15,465.49,290.07,226.11,61.63,112.98,88.77,538.49,2.84,0.1439,0.0908,0.04,0.022947,0.2712,0.050451,0.048025,0.9789,0.0285,188.33,135.86,2.84,335.2,0,10.03,0.0729,0.0766,0.1869,0.4857,0.6231,0.8339,15.7331,1.0507,8.5823,0.59,1.4388,4.5636,4.0559,0.2111,420.51,0.032,0.3643,0.0531,1.0505,0.2852,0.0989,0.2786,0.3831,0.9582,0,0.0299,0,7.151e-05
COMP_03116,Energy,259.33,214.02,45.31,28.21,20.46,53.74,5.35,405.56,174.11,231.45,202.29,62.92,104.68,43.94,70.37,19.55,44.05,8.04,0.23,0.1771,0.0995,0.04,0.017488,0.2804,0.016286,0.018612,0.6368,0.0544,80.98,65.39,2.54,88.9,0,3.02,0.0789,0.0504,0.0884,0.6983,1.6637,3.215,3.0414,0.6394,10.9473,0.4293,0.7523,5.2729,3.7739,2.5448,17.31,0.0052,0.2776,0.0776,0.875,0.4939,0.1567,0.1925,0.4889,0.4055,0,0.034,0,1.897e-05
COMP_03117,Consumer Discretionary,1888.99,1251.83,637.16,143.21,95.75,289.11,109.25,3683.98,2324.89,1359.09,1985.15,850.42,1443.91,933.62,181.37,415.73,227.34,922.1,0.15,0.238,0.0543,0.04,0.024087,0.3094,0.100458,0.058818,0.4405,0.0302,284.76,89.85,8.98,198.33,0,7.4,0.0507,0.026,0.0705,1.0978,1.6979,2.3343,6.9021,0.5128,3.0112,0.6311,1.7106,1.3108,2.2397,0.1038,2190.17,0.0007,0.3824,0.1837,1.7079,0.5178,0.1159,0.6845,0.6399,0.194,0,0.0373,0,4.231e-05
COMP_03118,Industrials,1450.72,1100.35,350.37,57.51,41.62,110.1,73.35,1889.52,1618.93,270.59,1065.11,886.2,715.29,299.15,77.92,462.26,93.37,292.3,0.0,-0.1846,0.0552,0.04,0.015634,0.148,0.033903,0.037282,0.3795,0.005,141.38,47.52,9.22,496.79,0,17.66,0.0287,0.022,0.1538,0.3376,0.8071,1.2019,14.1215,0.7678,2.3804,0.8568,5.983,0.784,0.8949,0.1424,655.69,0.0,0.2482,-0.2398,0.9094,-0.9049,-0.247,0.6639,-1.5176,0.144,0,0.0355,0,0.00010599
COMP_03119,Financials,3700.17,2504.2,1195.97,659.03,462.49,878.64,65.89,8334.31,2363.31,5971.0,1940.4,675.23,1186.44,416.91,400.3,261.7,31.51,238.4,0.07,0.1313,0.0493,0.04,0.016816,0.2718,0.066174,0.046075,0.7978,0.005,33.32,26.21,3.64,2376.3,0,112.02,0.125,0.0555,0.0775,0.6174,1.7571,2.8737,6.2558,0.444,9.569,0.2836,0.3958,10.002,2.8948,1.94,16.24,0.0022,0.2669,0.082,1.4362,0.3421,0.0636,0.2134,0.3359,0.6365,0,0.0471,0,0.00050697
COMP_03120,Industrials,4697.76,3615.8,1081.96,780.7,515.12,958.62,50.68,4293.69,1818.45,2475.24,1796.25,501.62,1595.52,904.1,342.24,258.7,39.51,83.03,0.39,-0.0219,0.0386,0.04,0.004361,0.0513,0.055408,0.038945,0.2425,0.0165,59.8,19.98,8.18,518.49,0,13.03,0.1097,0.12,0.2081,1.8024,3.1807,3.5809,10.5651,1.0941,13.9768,0.4235,0.7347,15.4045,9.3497,6.204,6.37,0.0099,0.0692,-0.0605,1.4227,-0.8945,-0.0435,0.6659,-1.2066,0.0588,0,0.0251,0,0.00011062
COMP_03121,Healthcare,1227.99,1009.71,218.28,-51.16,-35.72,94.97,58.71,2292.14,997.61,1294.53,439.72,592.74,376.48,254.11,32.31,340.26,33.75,34.09,0.18,0.1892,0.0387,0.04,0.003,0.0492,0.047297,0.053771,0.8076,0.0122,35.42,23.51,38.32,577.9,0,3.62,-0.0291,-0.0156,-0.0276,0.4287,0.6352,0.7418,31.2507,0.5357,2.9675,0.4352,0.7706,-0.8714,0.8152,-1.0478,,0.0053,0.0476,0.1505,0.8796,3.1345,0.1696,0.3363,3.0325,0.6522,0,0.0063,1,0.00012329
COMP_03122,Materials,316.2,153.82,162.38,120.63,83.97,136.63,30.93,750.34,495.73,254.61,414.48,206.34,183.28,144.41,56.79,118.5,103.16,32.94,0.03,0.1115,0.1136,0.04,0.009986,0.1214,0.014875,0.039362,0.6934,0.0202,255.51,209.53,133.13,75.35,0,0.58,0.2656,0.1119,0.3298,0.6999,0.8882,2.0087,2.7086,0.4214,1.2981,0.6607,1.947,3.9001,3.5521,2.5492,40.47,0.0003,0.1585,-0.0021,0.3779,0.4511,0.1892,0.18,0.589,0.4808,0,0.0077,0,1.608e-05
COMP_03123,Healthcare,404.74,175.99,228.75,161.18,105.2,196.49,36.38,706.63,475.74,230.89,277.87,131.4,261.8,64.61,48.82,44.28,13.11,15.16,0.2,-0.0159,0.0539,0.04,0.014172,0.14,0.025754,0.014781,0.4712,0.043,28.78,9.75,5.53,218.54,0,3.47,0.2599,0.1489,0.4556,0.4917,1.9924,2.1147,3.6049,0.5728,3.9745,0.6733,2.0605,4.4305,3.3741,6.9393,1.89,0.0153,0.225,-0.0698,1.7424,-0.2484,-0.0321,0.6612,-0.3993,0.222,0,0.0159,0,4.662e-05
COMP_03124,Telecom,9086.57,5379.21,3707.36,1704.39,1044.33,2209.52,239.78,24752.64,9507.61,15245.03,5674.41,2532.09,2987.53,2149.45,1683.39,822.56,30.12,40.95,1.04,0.3318,0.0673,0.04,0.013872,0.2416,0.049496,0.053686,0.6443,0.0289,73.43,54.6,7.3,5878.62,0,37.45,0.1149,0.0422,0.0685,0.8489,1.1799,2.241,3.1955,0.3671,6.5396,0.3841,0.6237,7.1081,2.6697,25.5026,1.18,0.0345,0.2202,0.2645,0.922,1.3252,0.3165,0.2564,1.2078,0.4151,0,0.0064,0,0.00125417
COMP_03125,Energy,1337.54,937.52,400.02,28.26,21.36,147.02,30.97,2930.31,1144.18,1786.13,1492.52,623.2,773.78,379.69,391.57,305.73,58.74,44.38,1.06,0.0225,-0.0122,0.04,0.012646,0.1077,0.022882,0.015117,0.8909,0.0299,98.14,36.56,5.25,567.98,0,9.09,0.016,0.0073,0.012,0.6093,1.2416,2.3949,2.3943,0.4565,3.0665,0.3905,0.6406,0.9125,1.6751,0.4813,122.04,0.018,0.2007,0.0347,1.5137,-0.0872,-0.0116,0.6275,-0.1625,0.7937,0,0.016,0,0.00012118
COMP_03126,Utilities,8914.06,4132.52,4781.54,2496.34,1761.72,2932.56,511.3,25928.19,22125.52,3802.67,8182.55,9733.87,7520.57,1654.77,2654.08,4493.52,51.44,90.11,0.13,-0.0132,0.042,0.04,0.021633,0.2596,0.031295,0.036081,0.9394,0.0693,79.61,60.41,4.89,10022.06,94,209.18,0.1976,0.0679,0.4633,0.17,0.7726,0.8406,1.557,0.3438,0.9197,0.8533,5.8184,4.8823,1.9376,19.5508,2.63,0.0025,0.3434,-0.0552,0.8674,-0.1549,-0.0613,0.2412,-0.2049,0.8825,1,0.0209,1,0.00213814
COMP_03127,Technology,1994.85,702.29,1292.56,968.1,802.0,1168.93,109.49,2842.8,2108.2,734.6,589.18,518.65,379.81,253.08,88.23,185.11,110.6,15.04,2.21,0.0157,0.0395,0.04,0.017328,0.267,0.020029,0.020092,0.9287,0.0888,273.04,222.61,57.24,1090.52,0,16.22,0.402,0.2821,1.0918,0.488,0.7323,1.136,7.9598,0.7017,3.7939,0.7416,2.8699,8.8419,5.3488,53.3245,2.07,0.02,0.2751,-0.0238,0.9969,-0.0883,-0.0244,0.1847,-0.091,0.8625,0,0.0149,0,0.00023266
COMP_03128,Materials,2709.4,1412.86,1296.54,898.41,683.06,1006.71,381.78,7763.34,6655.32,1108.02,2954.24,3692.13,2490.28,910.21,421.91,1076.14,24.14,20.64,0.0,-0.2003,0.0888,0.04,0.017653,0.314,0.008973,0.016049,0.6012,0.0805,55.16,20.44,2.05,491.59,0,4.8,0.2521,0.088,0.6165,0.2465,0.6745,0.8001,3.3487,0.349,1.3129,0.8573,6.0065,2.3532,2.3361,33.094,0.73,0.0,0.2802,-0.2891,0.5591,-0.8576,-0.4298,0.6294,-0.7653,0.3614,0,0.0098,0,0.00010488
COMP_03129,Energy,3382.83,2822.73,560.1,188.17,140.56,562.19,252.03,7222.37,5700.48,1521.89,1932.87,2152.28,1079.53,771.18,365.22,962.87,9.56,15.35,0.07,-0.1597,0.0989,0.04,0.013281,0.1292,0.005203,0.016112,0.6583,0.0312,19.52,17.04,3.24,1115.7,109,18.37,0.0416,0.0195,0.0924,0.3583,0.5016,0.8981,7.7288,0.4684,2.9316,0.7893,3.7457,0.7466,1.5462,9.157,1.04,0.0073,0.2108,-0.2586,0.3229,-0.9473,-0.6185,0.127,-1.5457,0.4334,1,0.0165,1,0.00023803
COMP_03130,Industrials,252.71,176.26,76.45,40.29,25.83,66.99,21.4,616.46,315.24,301.22,385.36,187.8,339.21,85.67,20.14,69.88,50.19,76.72,0.14,0.2598,0.0995,0.04,0.003,0.027,0.109049,0.053294,0.3425,0.028,77.42,60.62,2.89,82.65,340,2.24,0.1022,0.0419,0.0858,0.4562,1.8062,2.052,8.7517,0.4099,2.5223,0.5114,1.0465,1.8827,2.2582,0.3367,149.06,0.0028,0.0476,0.1603,2.0462,4.6176,0.1074,0.217,8.1407,0.1173,1,0.0271,1,1.763e-05
COMP_03131,Industrials,1585.0,872.8,712.2,588.95,425.02,733.33,88.94,4413.84,1453.21,2960.63,1459.57,454.42,1251.97,766.47,163.76,114.9,39.47,106.72,0.12,0.0867,0.025,0.04,0.022515,0.2543,0.047592,0.02729,0.917,0.0318,53.86,28.04,16.4,1693.18,0,43.93,0.2682,0.0963,0.1436,1.6867,2.7551,3.2119,5.3298,0.3591,7.5962,0.3292,0.4908,6.6219,2.8395,3.9826,9.91,0.003,0.3574,0.0617,1.7439,0.1307,0.0268,0.4794,0.1836,0.8409,0,0.0259,0,0.00036123
COMP_03132,Industrials,248.54,110.92,137.62,64.85,43.27,73.81,26.1,500.22,329.75,170.47,218.21,135.7,149.63,51.7,24.75,61.84,48.33,203.78,0.0,0.1555,0.1088,0.04,0.014116,0.1522,0.03122,0.027649,0.2501,0.0338,84.02,26.71,13.71,57.22,0,0.95,0.1741,0.0865,0.2538,0.381,1.1027,1.608,4.4816,0.4969,1.7937,0.6592,1.9344,2.4847,2.3195,0.2123,227.65,0.0,0.2241,0.0467,1.1292,0.5154,0.1023,0.6821,0.7589,0.0626,0,0.0166,0,1.221e-05
COMP_03133,Utilities,779.07,411.38,367.69,216.96,183.39,254.96,28.44,2100.99,1005.94,1095.05,1311.4,270.84,1033.1,327.78,89.6,129.75,24.68,24.06,0.14,0.1153,0.0519,0.04,0.006151,0.0963,0.079474,0.044263,0.5773,0.0254,33.37,13.04,8.62,145.29,0,7.13,0.2354,0.0873,0.1675,1.2102,3.8144,4.842,4.5913,0.3708,3.1706,0.4788,0.9186,7.6287,5.9336,7.6222,3.24,0.0057,0.0976,0.0634,1.7955,0.7715,0.0419,0.6092,0.7819,0.3333,0,0.0491,0,3.1e-05
COMP_03134,Healthcare,2364.22,1028.25,1335.97,1142.22,838.25,1396.0,58.26,4708.9,2479.32,2229.58,1633.33,931.93,1519.35,277.54,304.68,322.16,55.08,43.44,0.8,0.1239,0.0393,0.04,0.031274,0.3308,0.015528,0.051587,0.363,0.101,69.7,38.63,7.93,568.25,82,5.05,0.3546,0.178,0.376,0.2978,1.6303,1.7526,3.3749,0.5021,3.1917,0.5265,1.112,19.6056,12.1302,19.2967,2.85,0.0145,0.4965,0.0846,0.301,0.169,0.2787,0.4458,0.2536,0.1318,0,0.0089,0,0.00012123
COMP_03135,Technology,320.41,129.17,191.24,146.96,91.8,160.09,13.05,678.7,357.55,321.15,223.34,96.76,144.86,67.11,71.84,51.55,27.65,21.46,0.26,0.074,0.0796,0.04,0.024841,0.3694,0.104139,0.050972,0.5407,0.0688,40.93,26.16,6.72,212.64,0,1.87,0.2865,0.1353,0.2858,0.6936,1.4971,2.3082,1.798,0.4721,2.5057,0.5268,1.1133,11.2613,4.6654,4.2777,6.46,0.0094,0.3943,-0.0056,2.0431,0.0862,0.0166,0.3609,0.092,0.2924,0,0.0088,0,4.537e-05
COMP_03136,Industrials,2145.66,1723.76,421.9,21.18,16.82,115.66,69.31,3817.59,3278.31,539.28,882.64,1058.54,592.97,239.84,45.2,242.9,57.66,23.16,0.0,-0.0143,0.1105,0.04,0.01556,0.2369,0.016324,0.042385,0.7369,0.03,67.37,53.32,6.15,877.7,0,32.27,0.0078,0.0044,0.0312,0.2266,0.5602,0.8338,38.1363,0.562,7.0966,0.8587,6.079,0.3056,0.7363,0.7263,79.39,0.0,0.247,-0.1248,0.3851,-0.2198,-0.141,0.2085,-0.2292,0.543,0,0.0368,1,0.00018725
COMP_03137,Real Estate,181.63,154.17,27.46,-5.82,-4.9,8.52,4.56,203.5,59.98,143.52,126.0,18.47,100.49,19.1,30.05,7.36,29.93,87.08,1.82,0.1711,0.0787,0.04,0.009029,0.1525,0.047194,0.045889,0.5298,0.0396,52.28,38.47,0.85,79.07,0,1.7,-0.027,-0.0241,-0.0341,1.0341,5.4407,6.8219,5.1304,0.8925,20.947,0.2947,0.4179,-1.2763,0.6834,-0.0563,,0.0608,0.1433,0.0924,1.0284,0.9149,0.1275,0.2642,0.8597,0.2807,0,0.0215,1,1.687e-05
COMP_03138,Telecom,4324.21,1868.31,2455.9,2201.31,1632.6,2437.74,125.28,8724.99,3276.39,5448.6,4801.99,1026.29,2941.39,874.53,1506.86,597.85,118.63,788.05,0.19,0.108,0.0257,0.04,0.003,0.0439,0.07722,0.040792,0.9218,0.0599,262.03,239.48,9.03,2915.11,4,23.76,0.3775,0.1871,0.2996,0.8521,2.866,4.679,1.2399,0.4956,3.125,0.3755,0.6013,17.5711,5.8488,2.0717,57.26,0.0016,0.0476,0.0823,1.893,1.4286,0.0359,0.0861,1.549,0.8497,0,0.0082,0,0.00062192
COMP_03139,Materials,494.07,186.39,307.68,165.53,111.55,190.23,49.98,1457.7,940.45,517.25,379.74,552.92,352.66,164.6,31.24,152.71,8.1,32.15,1.6,-0.0862,0.0895,0.04,0.016548,0.3007,0.043254,0.051592,0.6993,0.0116,19.62,13.67,10.69,173.47,0,5.92,0.2258,0.0765,0.2157,0.2977,0.6378,0.6868,5.9664,0.3389,1.2205,0.6452,1.8182,3.3119,2.8255,3.4697,2.33,0.1975,0.2627,-0.1757,0.8384,-0.4804,-0.1505,0.3033,-0.4197,0.489,0,0.0341,0,3.701e-05
COMP_03140,Financials,319.72,164.61,155.11,117.11,86.24,143.27,26.08,809.47,667.36,142.11,256.07,143.74,108.12,73.02,83.27,38.66,8.07,10.22,0.29,0.1731,0.1109,0.04,0.006588,0.103,0.016981,0.027231,0.6429,0.0717,13.15,7.95,4.57,147.47,56,4.75,0.2697,0.1065,0.6069,0.508,0.7522,1.7815,1.9768,0.395,4.2579,0.8244,4.6961,4.4904,3.5092,8.4384,0.96,0.0359,0.1046,0.0622,0.6236,1.2725,0.2134,0.3954,1.2922,0.4133,0,0.0322,0,3.146e-05
COMP_03141,Real Estate,195.89,113.78,82.11,71.52,52.57,83.97,14.09,478.85,405.42,73.43,290.88,161.66,180.89,136.42,85.97,56.82,56.41,378.19,3.79,0.3147,0.032,0.04,0.014493,0.1541,0.025247,0.021902,0.539,0.038,137.82,88.24,15.97,160.54,0,4.85,0.2684,0.1098,0.7159,0.8439,1.119,1.7993,1.3235,0.4091,2.0025,0.8467,5.5212,5.0759,2.7856,0.139,405.83,0.0672,0.2301,0.2827,1.1527,1.1938,0.2383,0.3597,1.7826,0.2905,0,0.0302,0,3.425e-05
COMP_03142,Technology,547.18,247.55,299.63,261.81,178.7,285.15,21.66,1212.16,743.24,468.92,507.46,335.72,402.22,195.06,58.04,103.14,10.26,10.23,0.0,0.1336,0.0718,0.04,0.016529,0.3038,0.033078,0.019833,0.4715,0.0304,21.15,8.93,1.93,372.84,0,10.64,0.3266,0.1474,0.3811,0.581,1.1981,1.5116,4.2652,0.4514,2.4001,0.6132,1.585,12.0873,4.8376,17.4682,0.59,0.0,0.2624,0.0618,1.6678,0.3567,0.0561,0.5778,0.3081,0.2223,0,0.0285,0,7.954e-05
COMP_03143,Utilities,111.15,55.65,55.5,33.82,26.6,42.5,1.86,173.99,47.41,126.58,74.5,22.01,47.39,19.53,23.96,6.35,38.01,38.64,1.41,-0.0117,0.062,0.04,0.020352,0.2045,0.049007,0.04018,0.8979,0.0334,41.36,31.28,3.63,28.82,16,0.79,0.2393,0.1529,0.2101,0.8873,2.1531,3.3848,2.3226,0.6388,8.7638,0.2725,0.3745,18.1828,8.9625,0.6884,55.21,0.0371,0.3231,-0.0737,1.2197,-0.16,-0.0424,0.2437,-0.2528,0.8062,0,0.0274,0,6.15e-06
COMP_03144,Technology,567.89,255.8,312.09,264.13,174.86,300.95,18.43,666.22,323.7,342.52,315.84,162.44,171.37,132.06,91.97,94.21,22.58,56.91,1.62,0.1166,0.0741,0.04,0.021454,0.2146,0.025051,0.021854,0.5263,0.0275,36.82,20.84,10.92,170.84,0,5.96,0.3079,0.2625,0.5105,0.813,1.055,1.9443,2.7813,0.8524,2.7152,0.4859,0.9451,14.3315,8.4741,3.0726,7.35,0.0717,0.3406,0.0425,1.1463,0.2249,0.0668,0.434,0.3569,0.277,0,0.0349,0,3.645e-05
COMP_03145,Financials,4102.63,3024.17,1078.46,830.53,674.16,1224.82,352.17,5308.86,4497.89,810.97,2819.44,2268.67,1768.92,1372.44,235.19,766.67,97.49,145.79,1.39,0.1952,0.0315,0.04,0.009059,0.1466,0.000215,0.016498,0.6525,0.0609,237.85,201.18,4.33,1351.56,0,26.92,0.1643,0.127,0.8313,0.605,0.7797,1.2428,12.8584,0.7728,3.9446,0.8472,5.5463,2.3583,2.5133,4.6242,21.08,0.0143,0.1438,0.1637,0.013,1.0793,11.9385,0.1542,1.0587,0.4258,0,0.0199,0,0.00028835
COMP_03146,Materials,874.41,617.59,256.82,130.11,97.72,164.43,21.89,711.69,409.2,302.49,440.99,238.24,390.2,106.82,131.94,53.35,34.72,218.49,0.79,-0.0813,0.0371,0.04,0.024477,0.3354,0.034253,0.058225,0.584,0.0269,47.56,22.13,26.48,254.44,0,6.66,0.1118,0.1373,0.3231,0.4484,1.6378,1.851,4.6808,1.2286,11.5762,0.575,1.3528,5.9438,3.4738,0.4473,77.62,0.0228,0.3886,-0.1184,0.5883,-0.3121,-0.2062,0.5347,-0.3617,0.3411,0,0.0262,0,5.428e-05
COMP_03147,Financials,266.93,178.17,88.76,33.86,23.23,56.78,22.86,609.04,439.91,169.13,335.65,220.95,235.24,116.55,71.38,123.71,21.93,42.6,1.32,0.0055,0.0865,0.04,0.015322,0.1489,0.024192,0.028902,0.6698,0.0842,24.87,16.49,19.03,34.94,0,0.76,0.087,0.0381,0.1373,0.5275,1.0647,1.5191,2.4961,0.4383,1.4402,0.7223,2.601,1.4812,2.1545,0.5453,40.22,0.0602,0.2432,-0.081,0.837,-0.1419,-0.0412,0.337,-0.2317,0.4486,0,0.0218,0,7.45e-06
COMP_03148,Consumer Discretionary,1438.73,782.11,656.62,544.46,350.04,644.14,34.97,3720.74,1581.22,2139.52,2296.72,837.22,1342.0,917.38,677.05,317.56,127.55,372.96,0.0,0.0845,0.0917,0.04,0.0087,0.0801,0.039598,0.054705,0.3673,0.0414,182.85,85.23,17.61,523.22,0,11.24,0.2433,0.0941,0.1636,1.0957,1.6029,2.7433,1.1552,0.3867,2.4629,0.425,0.7391,15.5693,7.3791,0.9385,135.91,0.0,0.1381,-0.0072,0.7238,0.3222,0.0615,0.5339,0.5556,0.1349,0,0.0215,0,0.00011163
COMP_03149,Materials,1293.98,1041.03,252.95,86.89,56.66,173.0,33.76,1800.71,479.45,1321.26,1008.95,197.98,776.22,531.3,237.41,97.88,55.5,43.79,1.48,0.0321,0.0861,0.04,0.0217,0.2131,0.021617,0.045221,0.9665,0.005,105.73,77.24,13.54,538.26,0,11.91,0.0438,0.0315,0.0429,2.6836,3.9207,5.0962,4.3849,0.7186,10.6358,0.2663,0.3629,2.5738,1.9752,1.2939,42.89,0.0267,0.3445,-0.054,0.478,-0.0229,-0.0165,0.2695,-0.0371,0.9341,0,0.0221,0,0.00011483
